build,origin,share_to_CA
CFS,MS,0.075745020838848
CFS,MT,0.09431668393777201
CFS,NC,0.06030335800234503
CFS,ND,0.03775612987127107
CFS,NE,0.06823182754519307
CFS,NH,0.06850118354977468
CFS,NJ,0.05090179083869741
CFS,NM,0.10376604548627964
CFS,NV,0.33610271110481793
CFS,NY,0.07895782723124063
CFS,OH,0.04615978720765217
CFS,OK,0.06796922186086243
CFS,OR,0.18874389567637315
CFS,PA,0.04059508475676588
CFS,RI,0.030508357042482868
CFS,SC,0.04521061568865817
CFS,SD,0.040391462986990416
CFS,TN,0.05384632515342089
CFS,TX,0.09525107753714251
CFS,UT,0.16363688446238478
CFS,VA,0.03846583139716796
CFS,VT,0.03927303052272202
CFS,WA,0.1455054142242876
CFS,WI,0.05256250655477468
CFS,WV,0.013574047692522767
CFS,WY,0.040006624435137216
FAF,AK,0.5630391333215172
FAF,AL,0.05107546139230003
FAF,AR,0.041519275035652364
FAF,AZ,0.2788000883369262
FAF,CA,0.0
FAF,CO,0.08539794838851568
FAF,CT,0.04201268128205914
FAF,DC,0.044742052276742654
FAF,DE,0.04019909436928328
FAF,FL,0.07862205046667523
FAF,GA,0.04974178773726099
FAF,HI,0.3011134511551789
FAF,IA,0.040797589740428734
FAF,ID,0.10749845079829293
FAF,IL,0.04705116466185845
FAF,IN,0.03894649719066329
FAF,KS,0.04697748607341091
FAF,KY,0.04385532842022713
FAF,LA,0.030247212376561094
FAF,MA,0.056855020060624595
FAF,MD,0.05693768997022793
FAF,ME,0.03741066558045102
FAF,MI,0.04656533877910844
FAF,MN,0.05719525764169015
FAF,MO,0.05824195878126606
FAF,MS,0.061376672967578344
FAF,MT,0.05984268672912958
FAF,NC,0.05861306947541794
FAF,ND,0.01660576072848034
FAF,NE,0.0565466344347844
FAF,NH,0.06631459454025063
FAF,NJ,0.05021935099298599
FAF,NM,0.05303032463740445
FAF,NV,0.37068208970944505
FAF,NY,0.07726234222744995
FAF,OH,0.04407126088884693
FAF,OK,0.051096165250804716
FAF,OR,0.21137461342000358
FAF,PA,0.03823947954652053
FAF,RI,0.03025379496307975
FAF,SC,0.043763195606074105
FAF,SD,0.032962101774131176
FAF,TN,0.052139698622910735
FAF,TX,0.08555452780284065
FAF,UT,0.14625177235733813
FAF,VA,0.03755595586657552
FAF,VT,0.03754643340812821
FAF,WA,0.14228430971791078
FAF,WI,0.05184258432878978
FAF,WV,0.011112386307073754
FAF,WY,0.01784109365083974
