region,build,Leontief,IIM,Ghosh
SWE,scen_economic,-242.37496247438324,-441.6522137631382,-485.4053803722011
THA,scen_economic,-338.7757312898345,-566.3942267573544,-606.5455865338986
TN,scen_economic,-3239.3045231995534,-6141.417924618687,-5527.015822002071
TUN,scen_economic,-9.877089409723276,-17.909320594480192,-16.024118550288705
TUR,scen_economic,-210.33176478581615,-368.6451161326932,-373.95211229769734
TWN,scen_economic,-643.5151275743425,-1121.4973582626947,-772.2654335356076
TX,scen_economic,-11134.137848837334,-20973.72600265166,-19549.10040335379
UKR,scen_economic,-35.66525218403457,-66.99629687521137,-87.6517882917814
UT,scen_economic,-1526.8253429514778,-2967.651403829751,-2285.1506619968827
VA,scen_economic,-6768.158345515587,-12692.093008318314,-8900.893695437784
VNM,scen_economic,-343.98314693684813,-558.7497961329273,-438.0971850879539
VT,scen_economic,-836.9293818150214,-1458.2899820935918,-967.4052531995067
WA,scen_economic,-3431.304608756169,-6637.821315285097,-5501.769149285842
WI,scen_economic,-2929.572730465117,-5501.453260097182,-4437.362796163954
WV,scen_economic,-774.1903351605641,-1433.6837075456592,-1113.3169438427349
WY,scen_economic,-396.8852966263378,-739.9040839249324,-520.1609562641855
ZAF,scen_economic,-137.11301546171984,-255.39540530778982,-199.90936591679844
AGO,scen_structured_rand,-110.98729994477826,-205.53868929895972,-44.43245278346009
AK,scen_structured_rand,-482.0155866679571,-886.449183045035,-697.9073014370059
AL,scen_structured_rand,-1516.506905294478,-2844.7095770565375,-2819.531791031342
AR,scen_structured_rand,-873.1970985146891,-1600.353715667105,-1544.0572622376144
ARE,scen_structured_rand,-205.11102248474103,-394.09724999918416,-768.7309004412364
ARG,scen_structured_rand,-123.66805789011795,-226.61134092179583,-284.0549770905259
AUS,scen_structured_rand,-270.6258980345725,-481.8720946734625,-769.5110852164885
AUT,scen_structured_rand,-184.93248328640217,-331.26126999245207,-235.38410581401945
AZ,scen_structured_rand,-2325.7749206189633,-4448.756496218679,-3350.0776119133943
BEL,scen_structured_rand,-526.1764051700098,-995.5477119380499,-761.981157194391
BGD,scen_structured_rand,-19.95913082896142,-33.997273360978085,-51.07269334439353
BGR,scen_structured_rand,-21.05933299403381,-38.43991923599495,-27.953202582363772
BLR,scen_structured_rand,-17.481531700483075,-32.37064681946275,-16.87018202813349
BRA,scen_structured_rand,-738.1502366701651,-1335.2510720732391,-1283.2135283580249
BRN,scen_structured_rand,-3.69704829770926,-6.711912010314075,-3.433258750637148
CA,scen_structured_rand,-16948.03027804786,-33258.92580098411,-22738.381585081435
CAN,scen_structured_rand,-4155.76828210866,-7565.8612328888885,-4254.170285133036
CHE,scen_structured_rand,-831.4313232671033,-1619.441737124705,-1002.7370346089768
CHL,scen_structured_rand,-157.874239897495,-263.75350094416143,-209.4065827937856
CHN,scen_structured_rand,-6720.961616416081,-11363.673334218283,-6411.645525180837
CIV,scen_structured_rand,-14.2476992347581,-21.456354982839812,-13.062997585530718
CMR,scen_structured_rand,-7.708211435887382,-13.919909403460357,-8.085914937855701
CO,scen_structured_rand,-2500.8455170397915,-4754.469856494569,-3677.9672847625084
COD,scen_structured_rand,-8.06266629200515,-14.275320846715456,-40.41378585732798
COL,scen_structured_rand,-232.81157907282096,-423.3890705569426,-314.259151204511
CRI,scen_structured_rand,-49.61249911460048,-81.08094740997765,-93.77007824440007
CT,scen_structured_rand,-10635.690502841619,-20238.690069470555,-10288.000939059126
CYP,scen_structured_rand,-11.752922407441707,-24.098522238346625,-32.486710581926
CZE,scen_structured_rand,-100.0171132338285,-179.36322515179828,-165.25444786119243
DC,scen_structured_rand,-1931.9263036596374,-3797.768213179369,-2584.6294008674813
DE,scen_structured_rand,-1431.2083175109028,-2875.56609551671,-1463.874404288898
DEU,scen_structured_rand,-2120.5951287751577,-3928.9030330432843,-2975.427254030283
DNK,scen_structured_rand,-212.55733794083199,-389.67126392103273,-206.75061967419208
EGY,scen_structured_rand,-32.78400345614495,-61.42261141879907,-85.99622351964915
ESP,scen_structured_rand,-469.49982916043626,-846.8740439716919,-559.34230271167
EST,scen_structured_rand,-17.594393909132013,-32.769321900800165,-16.695340594948004
FIN,scen_structured_rand,-128.49341857514779,-235.62515619374003,-224.9652687289633
FL,scen_structured_rand,-7213.33281025008,-13712.721994001451,-12330.825446243758
FRA,scen_structured_rand,-940.1401251070056,-1669.8474575403145,-1607.4500776298505
GA,scen_structured_rand,-5441.737711708609,-10531.000699712693,-7792.344777147395
GBR,scen_structured_rand,-2328.2695950141,-4642.042270785711,-2508.2724430324247
GRC,scen_structured_rand,-107.32508786214913,-202.6684153067509,-113.7456195925121
HI,scen_structured_rand,-869.4764199601989,-1616.1595974719742,-1492.887354446572
HKG,scen_structured_rand,-238.2864994509804,-484.1552897621425,-331.55740079180896
HRV,scen_structured_rand,-10.879613438505675,-19.61869725364785,-23.537179262338974
HUN,scen_structured_rand,-76.0631274801687,-137.60678927354567,-137.5790945009002
IA,scen_structured_rand,-1499.4056613876814,-2821.820618189819,-2362.0834219260287
ID,scen_structured_rand,-405.75224205444704,-746.4429539494143,-784.1058955886942
IDN,scen_structured_rand,-281.89429265907813,-467.16342084425116,-297.97657326925486
IL,scen_structured_rand,-6718.4213387006575,-12879.94510803844,-9632.605935684987
IN,scen_structured_rand,-3287.2051072071713,-6078.856308006758,-5576.15848537445
IND,scen_structured_rand,-1730.8105267418384,-3201.566183222216,-1093.5267718534128
IRL,scen_structured_rand,-674.6088528295443,-1261.065702693253,-2885.286859336862
ISL,scen_structured_rand,-22.277074425570135,-37.28847698179404,-25.00654743635488
ISR,scen_structured_rand,-341.4535609782687,-619.616705606269,-390.5387295174134
ITA,scen_structured_rand,-696.9226047515916,-1197.9683684285758,-874.9750635123572
JOR,scen_structured_rand,-10.000864508802547,-18.539345977270838,-24.34333754355633
JPN,scen_structured_rand,-1763.3654222547789,-3172.996297141889,-3011.937893143713
KAZ,scen_structured_rand,-46.41224544070452,-84.901864341413,-54.42627808240135
KHM,scen_structured_rand,-7.100314328945682,-11.938854352592466,-5.10934357819732
KOR,scen_structured_rand,-1144.2015752525938,-2033.6423219400133,-1806.332217913251
KS,scen_structured_rand,-1326.6941376130248,-2480.4038761651454,-2126.372510866457
KY,scen_structured_rand,-1962.5769608137975,-3648.4496071965987,-3422.519684881346
LA,scen_structured_rand,-1923.941286015327,-3557.948344444305,-2789.215886182672
LAO,scen_structured_rand,-2.1842773559586335,-3.737005109668829,-1.5778786895120664
LTU,scen_structured_rand,-26.128540811142624,-46.23622057253871,-18.845447661521398
LUX,scen_structured_rand,-139.86394358188537,-286.087944450668,-467.30885540439743
LVA,scen_structured_rand,-10.133078322799296,-18.17912800181037,-16.613966851350163
MA,scen_structured_rand,-13895.029968160481,-26509.609834030944,-15456.721284276146
MAR,scen_structured_rand,-29.706598520721425,-53.940977561726626,-51.54417491081048
MD,scen_structured_rand,-5115.517944666462,-9772.567901926675,-7571.023232295164
ME,scen_structured_rand,-1367.268395710012,-2481.3762040850384,-1578.0445356973735
MEX,scen_structured_rand,-2100.902206946447,-3646.112082025958,-2780.0916277485894
MI,scen_structured_rand,-4965.48013850086,-9157.913056125035,-8094.89466010319
MLT,scen_structured_rand,-21.724047940689143,-44.42150949475382,-53.80681120955458
MMR,scen_structured_rand,-11.69797991263987,-17.676583035483105,-14.767404281223316
MN,scen_structured_rand,-3175.0395842128946,-5857.436935862043,-4417.499933635072
MO,scen_structured_rand,-2412.1081850317096,-4578.86213559736,-4040.793552475172
MS,scen_structured_rand,-860.8065188351796,-1593.5932061992264,-1591.2396394610907
MT,scen_structured_rand,-436.61081615611056,-794.8577836501382,-555.1010150985405
MYS,scen_structured_rand,-308.69016658114833,-550.5060642412155,-500.85440103688046
NC,scen_structured_rand,-6336.897906044083,-11848.552152172726,-8695.779587200408
ND,scen_structured_rand,-526.253101619097,-929.4517232859084,-782.8231043856584
NE,scen_structured_rand,-984.3090877327065,-1829.3519374612385,-1472.4659761064045
NGA,scen_structured_rand,-150.11459636052928,-276.8487809279009,-109.64749220260117
NH,scen_structured_rand,-2336.3830574795684,-4343.140053388964,-2698.37750471259
NJ,scen_structured_rand,-11854.024712155673,-22353.473587492488,-12768.279225213513
NLD,scen_structured_rand,-534.4602413559558,-992.2648556559923,-1364.7459784023592
NM,scen_structured_rand,-753.2002020840507,-1401.3864013283144,-1185.4793451564044
NOR,scen_structured_rand,-237.5573340702418,-408.0908183473742,-246.2292584164367
NV,scen_structured_rand,-1156.2062052268948,-2198.0548391246175,-2118.2200660599283
NY,scen_structured_rand,-525341.9202194293,-960899.2026452629,-571530.677560542
NZL,scen_structured_rand,-67.14234381432055,-112.82222626024875,-151.41583068982493
OH,scen_structured_rand,-7636.098535253527,-14356.759414825685,-9839.611254407715
OK,scen_structured_rand,-1640.575210295708,-3022.1455093328027,-2259.734858092805
OR,scen_structured_rand,-1249.725885048979,-2362.9992919766955,-2127.611259960094
PA,scen_structured_rand,-14201.36203219247,-26813.80387665509,-14713.77703177346
PAK,scen_structured_rand,-46.805624039595266,-82.22383400955951,-59.05565703023986
PER,scen_structured_rand,-104.10977296228053,-189.3279913213505,-239.9728750257835
PHL,scen_structured_rand,-214.6048415545042,-399.868226841818,-198.01008136142852
POL,scen_structured_rand,-189.6201335114745,-341.52743284218826,-300.78050082984447
PRT,scen_structured_rand,-91.13921736991436,-162.023763532384,-77.52516172664829
RI,scen_structured_rand,-1248.1869105938401,-2347.4377065752415,-1500.6397407531947
ROU,scen_structured_rand,-60.84916089938844,-110.95100249715547,-170.47613494434984
ROW,scen_structured_rand,-1900.63273852983,-3429.8186071919363,-2461.5664608611755
RUS,scen_structured_rand,-681.3487238343517,-1246.873652325254,-582.7333876242745
SAU,scen_structured_rand,-417.68359584296235,-772.0113584236395,-383.23868453485767
SC,scen_structured_rand,-1970.595865669472,-3681.100187921497,-3306.776983914498
SD,scen_structured_rand,-594.3322374799578,-1103.921664372631,-747.6867362250282
SEN,scen_structured_rand,-2.509132249586243,-4.20530524328054,-4.72001115210608
SGP,scen_structured_rand,-684.1034321416516,-1295.0204343057035,-1409.2732989356061
STP,scen_structured_rand,-0.07660725690848119,-0.15909848661797843,-0.09520751281339213
SVK,scen_structured_rand,-40.06136873275553,-70.98777320147836,-57.5769423984304
SVN,scen_structured_rand,-16.35926931355459,-29.02492222897634,-25.18614998568547
SWE,scen_structured_rand,-242.46048777727555,-441.7672438860316,-486.98626443508437
THA,scen_structured_rand,-338.7782338738059,-566.4834660032056,-607.4228617714872
TN,scen_structured_rand,-3046.2834523979177,-5734.470643181768,-5289.755575052415
TUN,scen_structured_rand,-9.878783691563143,-17.911690216618872,-16.026219088941925
TUR,scen_structured_rand,-210.3176364535668,-368.64717522071965,-373.78060090296657
TWN,scen_structured_rand,-643.5703383861504,-1121.6730127770159,-771.7815009465544
TX,scen_structured_rand,-10483.465638899528,-19618.353622978007,-18641.24117343006
UKR,scen_structured_rand,-35.66764302413219,-67.00108873882058,-87.34389987380622
UT,scen_structured_rand,-1382.9585886769048,-2673.616077690107,-2058.685871484993
VA,scen_structured_rand,-6952.7624684979,-13049.700695040434,-9158.169698756268
VNM,scen_structured_rand,-343.9558823159997,-558.8234580847562,-437.3240067234593
VT,scen_structured_rand,-939.4809047296923,-1665.6195014154844,-1110.490390560924
WA,scen_structured_rand,-3008.975623044522,-5789.188237201931,-5025.835153789563
WI,scen_structured_rand,-2797.180877797341,-5202.583065293017,-4281.708823320222
WV,scen_structured_rand,-764.5125170621953,-1412.9265851855735,-1110.3933647274264
WY,scen_structured_rand,-377.06614022017527,-702.1795606173591,-479.10981128281503
ZAF,scen_structured_rand,-137.09771822143304,-255.3884337215446,-200.02167272096844
AGO,scen_random_0,-110.78009375630167,-205.03295873641767,-45.45124858473705
AK,scen_random_0,-346.2573280954053,-628.9238957150083,-536.9501998794767
AL,scen_random_0,-1024.2559288238558,-1872.5059286009393,-1617.2226076546517
AR,scen_random_0,-631.6992965944982,-1127.7134794592534,-963.537512540101
ARE,scen_random_0,-205.0256712877281,-393.618905198922,-779.4419218753559
ARG,scen_random_0,-123.42952471981154,-226.37841744758646,-285.91878608213256
AUS,scen_random_0,-270.3957561137832,-481.5614071840374,-775.8200408910704
AUT,scen_random_0,-185.0902004442985,-331.37962295086953,-237.61745786349604
AZ,scen_random_0,-905.2097375634353,-1658.0747470937083,-1886.444221474929
BEL,scen_random_0,-527.5546799588288,-996.687292465728,-774.6892903918507
BGD,scen_random_0,-20.02019444026274,-34.048069255003995,-50.68545761304888
BGR,scen_random_0,-21.057136896372285,-38.4296975465033,-28.1123449056555
BLR,scen_random_0,-17.50638211780712,-32.38493220651957,-16.881808710797277
BRA,scen_random_0,-737.7830557782773,-1334.2989920480038,-1288.6750997728984
BRN,scen_random_0,-3.7001634046217773,-6.711666333292214,-3.426745399908969
CA,scen_random_0,-8942.165077264022,-17380.10372492841,-14146.260062821524
CAN,scen_random_0,-4149.838301749542,-7554.873041264346,-4219.110059263617
CHE,scen_random_0,-831.7264935332414,-1618.6653978873076,-1016.9387505612186
CHL,scen_random_0,-157.08965401156016,-263.2021108897185,-208.25747278851472
CHN,scen_random_0,-6734.837102398508,-11377.441533942418,-6338.41787351856
CIV,scen_random_0,-14.078242808199398,-21.373152718864723,-13.063984707538904
CMR,scen_random_0,-7.7152461790256055,-13.921339899383385,-8.156305301885304
CO,scen_random_0,-1213.5022469215594,-2217.5957494724385,-2234.4665845797776
COD,scen_random_0,-8.043696982913493,-14.251243278338473,-39.77605201775032
COL,scen_random_0,-232.3222555938988,-422.5311035563693,-312.4302404072527
CRI,scen_random_0,-49.50219215872061,-81.08900252686583,-93.06287757083699
CT,scen_random_0,-19287.50070124347,-37555.31819466671,-19597.898519758422
CYP,scen_random_0,-11.765677861537236,-24.08870463931933,-33.14151765620861
CZE,scen_random_0,-100.15712675298444,-179.49574578465143,-165.9790406369584
DC,scen_random_0,-1331.9686093975372,-2609.808316480249,-1964.535582189942
DE,scen_random_0,-1795.1320408849147,-3615.1908986771723,-1617.7239193668297
DEU,scen_random_0,-2123.614072025964,-3931.50393514368,-3002.7899044857127
DNK,scen_random_0,-213.17244050421314,-390.37753148162574,-208.55242547763538
EGY,scen_random_0,-32.842598694659564,-61.460853902293216,-87.15964842529041
ESP,scen_random_0,-469.99592995160447,-847.2641556869082,-560.974788902717
EST,scen_random_0,-17.641417449462857,-32.80439852571328,-16.857381938447205
FIN,scen_random_0,-128.57514577258792,-235.68625676155824,-228.49287294064737
FL,scen_random_0,-4137.252240106147,-7722.24107791893,-8871.910616377956
FRA,scen_random_0,-941.4496051330557,-1670.601456078557,-1620.4792237218069
GA,scen_random_0,-2957.9323952267177,-5531.31101544361,-5331.9683148415725
GBR,scen_random_0,-2331.715512441849,-4641.892355334685,-2544.8746955139427
GRC,scen_random_0,-107.63912090046281,-203.04693946139543,-115.81153840047386
HI,scen_random_0,-525.0077410798331,-975.1304269402272,-1123.6521283413442
HKG,scen_random_0,-238.70046000726984,-484.11928978287256,-335.7708250665206
HRV,scen_random_0,-10.904048043986112,-19.64150104988155,-23.917998471853515
HUN,scen_random_0,-76.2408991534505,-137.80893813091967,-138.67048892658227
IA,scen_random_0,-904.6508807618231,-1570.1285648932067,-1427.6743144141903
ID,scen_random_0,-220.82920645733302,-373.0418386549374,-385.5339944178038
IDN,scen_random_0,-281.6744358093278,-467.14722320559594,-297.44603066623154
IL,scen_random_0,-3759.1189876083386,-6943.918879428121,-6451.2069456997015
IN,scen_random_0,-2627.811642493226,-4767.38784706061,-3923.215282488105
IND,scen_random_0,-1735.4570173509615,-3204.91875676756,-1085.6844098394156
IRL,scen_random_0,-675.0991760421688,-1261.2374842569743,-2926.8261737151333
ISL,scen_random_0,-22.247561438599373,-37.30458406011218,-25.031391470202212
ISR,scen_random_0,-342.41318979619916,-620.4817395637739,-395.18454578288583
ITA,scen_random_0,-697.2297761672927,-1198.368753600255,-879.4452817376776
JOR,scen_random_0,-10.025911234907404,-18.554404677641866,-23.941389849925166
JPN,scen_random_0,-1765.5105247503748,-3175.8361026884168,-3020.6949672433966
KAZ,scen_random_0,-46.405531662977886,-84.83783357817164,-55.23588653522377
KHM,scen_random_0,-7.1095332022277,-11.951305975620592,-5.098529718639584
KOR,scen_random_0,-1146.214906160095,-2035.8681056426146,-1803.3610852139589
KS,scen_random_0,-784.3963710666029,-1377.4145647667326,-1238.8248858384502
KY,scen_random_0,-1419.1241908719203,-2596.512810051316,-2416.2806829287683
LA,scen_random_0,-1459.3630704346747,-2641.615750984447,-1803.1842046240063
LAO,scen_random_0,-2.1850132197274164,-3.738938824162921,-1.572130776661197
LTU,scen_random_0,-26.163491849848253,-46.249114861765555,-18.97218955224407
LUX,scen_random_0,-139.98629930918693,-285.9114530932901,-477.1973753326318
LVA,scen_random_0,-10.145220683993756,-18.186914422905414,-16.895244497747782
MA,scen_random_0,-27220.84078448338,-52561.35099991623,-29819.967455743255
MAR,scen_random_0,-29.713290748198805,-53.95718948207427,-50.873460918638436
MD,scen_random_0,-4611.7111680139005,-8758.292788380826,-6967.759368844761
ME,scen_random_0,-2191.794922413243,-4093.305101130444,-2895.346569221968
MEX,scen_random_0,-2099.6894452985653,-3645.67648631266,-2739.1410360289974
MI,scen_random_0,-3924.565441157799,-7231.209991908866,-7842.787099518514
MLT,scen_random_0,-21.749453312524704,-44.405674341734226,-54.98245324698713
MMR,scen_random_0,-11.653525578290859,-17.67060957793911,-14.756397912823438
MN,scen_random_0,-2061.446903900496,-3676.083486756744,-3271.503165379244
MO,scen_random_0,-1275.1734829648956,-2315.227878671848,-2331.4214770134986
MS,scen_random_0,-556.5907619015803,-989.4077190926739,-969.4997067934188
MT,scen_random_0,-283.67781839515277,-503.11852256951556,-333.0228853778921
MYS,scen_random_0,-309.44218503613496,-551.1432673906606,-505.9388479156225
NC,scen_random_0,-5397.075175225613,-9986.386892355042,-8118.523621420743
ND,scen_random_0,-342.52928021614935,-592.9655000336078,-510.1340446449862
NE,scen_random_0,-592.210277339875,-1010.3107819383946,-824.9791668522115
NGA,scen_random_0,-149.9006060508847,-276.26219787867916,-110.82127797808425
NH,scen_random_0,-4087.076388793813,-7704.026201123275,-4668.048410531496
NJ,scen_random_0,-19022.08868245923,-36312.15917030684,-21397.63302786721
NLD,scen_random_0,-535.5943333353608,-993.343626964087,-1383.3008503969659
NM,scen_random_0,-379.66774163125655,-689.5624477587476,-666.9769987556655
NOR,scen_random_0,-237.29555163259724,-408.0772367136739,-247.806992022248
NV,scen_random_0,-362.2853745965419,-676.2955114212996,-725.7999758175705
NY,scen_random_0,-532199.2108509187,-971848.7797902338,-579967.0316591844
NZL,scen_random_0,-67.05089961162224,-112.8364592242373,-153.44127690516302
OH,scen_random_0,-6111.8399373628945,-11375.107643954103,-9318.241700838102
OK,scen_random_0,-1129.648708941614,-2014.1632784702288,-1410.1115030061778
OR,scen_random_0,-554.5305248110677,-990.937508518216,-879.2786867207369
PA,scen_random_0,-17076.205002845734,-32421.57215066803,-20833.732864127986
PAK,scen_random_0,-46.957065371827696,-82.35915243365058,-58.72067615333599
PER,scen_random_0,-103.62034261363519,-188.69143769320627,-238.72809619647845
PHL,scen_random_0,-215.24149706678907,-400.4104235244093,-198.41236325817738
POL,scen_random_0,-189.9644344169705,-341.8136853239265,-302.6618222983801
PRT,scen_random_0,-91.27369495807558,-162.10883819361143,-77.83216135493677
RI,scen_random_0,-1914.5999605220609,-3633.0406044189367,-2138.0930478649557
ROU,scen_random_0,-60.99228445984759,-111.07548164762085,-173.8247007541797
ROW,scen_random_0,-1897.8202234858552,-3424.9123231359044,-2468.0543131441063
RUS,scen_random_0,-681.2753665021482,-1245.8135483767192,-586.4057194546062
SAU,scen_random_0,-416.96676172852347,-770.2687498293525,-386.55511527352786
SC,scen_random_0,-1398.7247574010498,-2559.0823663976666,-2389.1109255663473
SD,scen_random_0,-268.03503530423836,-450.19895286575746,-483.59770340118837
SEN,scen_random_0,-2.503609024399921,-4.20357793056075,-4.757860156751169
SGP,scen_random_0,-685.9269733691181,-1296.325548841454,-1425.695844602976
STP,scen_random_0,-0.07671193295528052,-0.15902918016740375,-0.09535113415636447
SVK,scen_random_0,-40.10472713108146,-71.07049434952866,-57.74339069704134
SVN,scen_random_0,-16.372440680180976,-29.03573768094362,-25.30722019802229
SWE,scen_random_0,-242.82777452970333,-442.1411278686686,-496.2938478494119
THA,scen_random_0,-339.20959251898654,-567.1409285951133,-613.6264761736705
TN,scen_random_0,-1984.7438647946342,-3634.1980950001907,-3628.89501215881
TUN,scen_random_0,-9.878532175560215,-17.904585512046662,-16.030535216844314
TUR,scen_random_0,-210.15350289564452,-368.48148704035344,-372.58969269957845
TWN,scen_random_0,-644.8259799318316,-1122.934222697535,-772.525581366208
TX,scen_random_0,-7028.27486259811,-12830.604893125168,-14839.942951194966
UKR,scen_random_0,-35.66792910204487,-66.97899453264837,-85.3522679357992
UT,scen_random_0,-598.7073333616579,-1083.4852219281938,-1162.55135290357
VA,scen_random_0,-6763.895766138863,-12672.023701086702,-8942.00892304256
VNM,scen_random_0,-343.9068444623836,-559.0833941830224,-436.3843969006039
VT,scen_random_0,-1668.1833499545298,-3088.4144919312134,-2215.960151688114
WA,scen_random_0,-1285.6486949500515,-2330.9502041218907,-2473.4934702842766
WI,scen_random_0,-1906.954751155842,-3429.47514874165,-3033.6845944464344
WV,scen_random_0,-635.9196063010903,-1170.0238301641814,-922.3792820672298
WY,scen_random_0,-274.3335329783388,-498.99856400792413,-243.4917309751452
ZAF,scen_random_0,-136.8119569721998,-254.98197837495545,-200.76321550520737
AGO,scen_random_1,-110.38549675049131,-204.61001401474132,-44.99891008739964
AK,scen_random_1,-469.3496111235452,-854.0573655220447,-596.7235756488348
AL,scen_random_1,-1501.886992192959,-2752.8635506392056,-2393.8497409835722
AR,scen_random_1,-847.7819252049849,-1527.6959744318515,-1332.8476591606852
ARE,scen_random_1,-204.8130712148438,-393.88482484344456,-771.3497619729861
ARG,scen_random_1,-123.30762123628583,-226.324962202476,-284.810053569081
AUS,scen_random_1,-270.07471827329414,-481.56551804308873,-773.0893248730242
AUT,scen_random_1,-184.60592658987542,-331.1416165266377,-236.54803991174492
AZ,scen_random_1,-1991.1425563694281,-3777.3619805060343,-2771.1788115992
BEL,scen_random_1,-526.5944820689746,-996.4597499250002,-768.7152236197154
BGD,scen_random_1,-19.98498375483662,-34.03257857483546,-50.95898376565053
BGR,scen_random_1,-21.040676350947518,-38.436876594779434,-28.037856770321554
BLR,scen_random_1,-17.46813406688817,-32.367177041277,-16.86958512159469
BRA,scen_random_1,-736.3653306820457,-1333.6827449576992,-1286.7633572102513
BRN,scen_random_1,-3.693873261770516,-6.710175895342149,-3.434406331519633
CA,scen_random_1,-13954.878526394443,-27055.777921638684,-19702.836563657755
CAN,scen_random_1,-4141.795828021724,-7550.412388576912,-4249.200194700221
CHE,scen_random_1,-830.7015758047328,-1619.189486887512,-1010.4621206535195
CHL,scen_random_1,-157.4034036303242,-263.36294369906057,-208.91548432558318
CHN,scen_random_1,-6718.354355676917,-11367.64836894181,-6388.874039192072
CIV,scen_random_1,-14.193209881578264,-21.405623316327834,-13.05791963779957
CMR,scen_random_1,-7.711955769596322,-13.926859050746966,-8.125612973504513
CO,scen_random_1,-2144.9688625703197,-4012.597861362277,-3130.467077429441
COD,scen_random_1,-8.031969065903903,-14.25089704223275,-40.17802782960992
COL,scen_random_1,-231.90253234433055,-422.1076225969603,-313.2327325244205
CRI,scen_random_1,-49.581402620291335,-81.09634620230396,-93.63949526102031
CT,scen_random_1,-12068.465659421974,-23598.649170506316,-12980.625283147245
CYP,scen_random_1,-11.772881487815026,-24.125925203188796,-32.73795402105841
CZE,scen_random_1,-99.92299824572504,-179.39483221416904,-165.88376244732598
DC,scen_random_1,-1648.0836110676523,-3202.9283212951705,-2315.6510572631473
DE,scen_random_1,-1468.5447736268989,-2938.6065987211637,-1469.642347312524
DEU,scen_random_1,-2119.232611119,-3930.009082005552,-2992.042995361744
DNK,scen_random_1,-212.7951031322678,-390.1831588984598,-207.85436806447333
EGY,scen_random_1,-32.78596856652188,-61.447188651919035,-86.71751798432287
ESP,scen_random_1,-469.19218054402336,-846.9596838903647,-560.2825176252478
EST,scen_random_1,-17.617171681902207,-32.80572254201392,-16.788022663494893
FIN,scen_random_1,-128.31655916253604,-235.547623757051,-226.9759078180305
FL,scen_random_1,-6280.90398328125,-11817.337079826153,-11148.281313824627
FRA,scen_random_1,-939.5237365225555,-1669.8900866077186,-1614.5601763385023
GA,scen_random_1,-4530.0473919701935,-8589.506692530998,-6806.047384044773
GBR,scen_random_1,-2330.7572131722873,-4646.234004059158,-2524.2066168463684
GRC,scen_random_1,-107.67513673489741,-203.19700152175952,-114.47795044927061
HI,scen_random_1,-764.019518996798,-1412.6752914146418,-1252.9719813707027
HKG,scen_random_1,-238.77353665403123,-484.8052591847988,-333.268028539637
HRV,scen_random_1,-10.881234863373281,-19.630263398772282,-23.691839687957106
HUN,scen_random_1,-76.05222254895645,-137.7096130114757,-138.23957974026533
IA,scen_random_1,-1604.561753596438,-2995.312898001991,-2109.4686198236336
ID,scen_random_1,-371.5634805279844,-670.3589858209856,-646.9708641943243
IDN,scen_random_1,-281.39420415869284,-466.7773834373886,-297.9906306276032
IL,scen_random_1,-6358.918584873247,-12011.51454273462,-8712.856726338534
IN,scen_random_1,-3465.21385198965,-6310.3798691147185,-5201.115094724927
IND,scen_random_1,-1732.7849767555658,-3204.8540527225136,-1089.5288640649508
IRL,scen_random_1,-673.6411261710406,-1260.5350282750817,-2902.821896369423
ISL,scen_random_1,-22.282183816085364,-37.317986256197386,-25.023874140060848
ISR,scen_random_1,-341.6498799423786,-620.1092286034268,-392.5801175049947
ITA,scen_random_1,-695.5700295275979,-1197.4156137913944,-877.4723183319205
JOR,scen_random_1,-10.012514099627603,-18.556666572461253,-24.159095469163645
JPN,scen_random_1,-1761.0253281530247,-3173.7464508378825,-3018.4493000927037
KAZ,scen_random_1,-46.30760324320747,-84.82645270282848,-54.84800046079018
KHM,scen_random_1,-7.103670132539154,-11.946851659780888,-5.107713836174152
KOR,scen_random_1,-1142.9120489169231,-2034.0140673954143,-1806.5649388172951
KS,scen_random_1,-1182.4978266621576,-2157.3743208042733,-1831.5779736644788
KY,scen_random_1,-1866.1363935617778,-3425.284686898763,-3138.428210571407
LA,scen_random_1,-1890.6989279061604,-3450.37205493499,-2424.9506480205177
LAO,scen_random_1,-2.1810087667380316,-3.735625642086364,-1.57715380201977
LTU,scen_random_1,-26.12093568763415,-46.23864245774854,-18.912715882088754
LUX,scen_random_1,-140.00144207354606,-286.3104279611868,-471.1318150121778
LVA,scen_random_1,-10.136178934795105,-18.189913550807958,-16.73242655813584
MA,scen_random_1,-17920.28176014617,-34889.68490811371,-20773.569133554534
MAR,scen_random_1,-29.664185649010967,-53.91806361272482,-51.34483890788074
MD,scen_random_1,-4865.134153811953,-9212.169198217416,-7314.123695187728
ME,scen_random_1,-1544.0127513257403,-2834.5496566569905,-2004.7425740390704
MEX,scen_random_1,-2095.5139792031805,-3643.283541777062,-2765.3832537781573
MI,scen_random_1,-4531.508623263096,-8361.62166324028,-8309.883462788035
MLT,scen_random_1,-21.76092520727505,-44.472082139006034,-54.30215981932476
MMR,scen_random_1,-11.680968557022288,-17.671539125850458,-14.769134203790145
MN,scen_random_1,-2939.292450525552,-5381.712288643141,-4083.976942438033
MO,scen_random_1,-2156.303376234988,-4030.5783505692275,-3500.667175667653
MS,scen_random_1,-829.8606952129732,-1504.1995160522154,-1363.9932772367974
MT,scen_random_1,-404.7272600538273,-734.1373773303688,-466.36366515103856
MYS,scen_random_1,-308.75590405711625,-550.8400293422632,-503.6026070827105
