region,build,Leontief,IIM,Ghosh
AGO,g0.1,-110.07507274156397,-204.59579902067986,-44.03792359036944
AK,g0.1,-588.2875897167245,-1080.9002935807648,-811.8461614298388
AL,g0.1,-2345.709497284673,-4368.939306522736,-3350.723477395679
AR,g0.1,-1321.8719706636919,-2414.4805482239517,-1867.9725035568592
ARE,g0.1,-203.66479764631885,-392.6879878998204,-765.4208873573398
ARG,g0.1,-122.3804979710872,-225.44656730455435,-282.91921018821864
AUS,g0.1,-268.40610956496744,-479.9113094636953,-766.2586189419876
AUT,g0.1,-183.57599296790178,-330.0816097182619,-234.3003985716473
AZ,g0.1,-3155.128748259416,-6019.222603806176,-4239.693635309183
BEL,g0.1,-523.272667652622,-992.8642612189484,-756.4514898558434
BGD,g0.1,-19.8630647679895,-33.918160533424654,-51.30392157258734
BGR,g0.1,-20.907080569987464,-38.31113451526603,-27.924478209647713
BLR,g0.1,-17.35596091220801,-32.25266035769554,-16.88688318720415
BRA,g0.1,-732.075005861705,-1329.6403241993337,-1280.9131375005104
BRN,g0.1,-3.6729096516161786,-6.690483617849227,-3.4311006584926287
CA,g0.1,-22136.848469276472,-43356.90811807332,-27291.908888716225
CAN,g0.1,-4119.923502290568,-7532.007592201395,-4266.4833107650875
CHE,g0.1,-826.5465965328664,-1615.0381727504443,-996.4599713805177
CHL,g0.1,-156.13126841634025,-262.4013012145241,-210.12006468460504
CHN,g0.1,-6683.273135897529,-11333.821883360106,-6432.599876812206
CIV,g0.1,-13.995968059676148,-21.311701776916863,-13.084172320032431
CMR,g0.1,-7.666197868396647,-13.884258480004307,-8.066717095797081
CO,g0.1,-3319.8911927198114,-6301.21312432397,-4494.050083790718
COD,g0.1,-7.9804583130391435,-14.200039944720817,-40.17061325449076
COL,g0.1,-230.7358025518069,-421.40661489746867,-314.65376998603085
CRI,g0.1,-49.206096506223204,-80.82998738586372,-93.95386285234957
CT,g0.1,-4382.152533980026,-8650.160666798929,-5121.215808514135
CYP,g0.1,-11.70905033664201,-24.063328946776164,-32.259244175449325
CZE,g0.1,-99.36523269168109,-178.84293683948457,-164.76249066794276
DC,g0.1,-1775.8229083876683,-3497.9889384052235,-2424.225877759157
DE,g0.1,-1221.259010443007,-2458.275382559053,-1254.5333101326255
DEU,g0.1,-2106.0908574774885,-3916.641566425137,-2963.061526547463
DNK,g0.1,-211.10621345801349,-388.2801103120227,-206.13692366939313
EGY,g0.1,-32.55510824942984,-61.20874415714874,-85.43684665018931
ESP,g0.1,-466.3435305235143,-844.1281002849437,-558.5097464731128
EST,g0.1,-17.507706251530426,-32.69221837813953,-16.624548458341536
FIN,g0.1,-127.44477806323971,-234.63492770698483,-223.52981356805597
FL,g0.1,-8439.690203888631,-16062.37116883244,-13605.622174436316
FRA,g0.1,-933.9555953694212,-1664.3068091480834,-1600.965894222154
GA,g0.1,-6680.467405819233,-12839.333427608557,-8757.469698001145
GBR,g0.1,-2318.4513137721174,-4633.793153698465,-2494.6811105533375
GRC,g0.1,-106.63085195359265,-202.0088555770117,-113.06805070347195
HI,g0.1,-1036.996481645452,-1931.0874509128519,-1734.9167476253283
HKG,g0.1,-237.53474941998803,-483.5372549936973,-330.1872831278649
HRV,g0.1,-10.816794613506461,-19.56254840061155,-23.399554355257298
HUN,g0.1,-75.57682088627412,-137.22357414396447,-137.08933324187817
IA,g0.1,-2177.7486565212716,-4086.0363121960113,-2838.791589955349
ID,g0.1,-655.8638332428574,-1188.5855921929385,-1032.2373076309818
IDN,g0.1,-279.8461655281144,-465.61710246136994,-297.8223618840036
IL,g0.1,-8740.954844758668,-16731.5913740983,-11029.692810796345
IN,g0.1,-4460.835338638151,-8274.246136626516,-6312.111050544579
IND,g0.1,-1723.2111752183846,-3195.036198159069,-1098.04371115379
IRL,g0.1,-670.1649549748054,-1256.8522409375905,-2870.5003857902707
ISL,g0.1,-22.130286469896603,-37.199085304047564,-25.01960024793651
ISR,g0.1,-339.61589100380445,-617.9485037199701,-388.7748323454631
ITA,g0.1,-691.8988937767206,-1193.7607769659385,-872.382294297132
JOR,g0.1,-9.9564522851263,-18.50002172827903,-24.582191443056683
JPN,g0.1,-1750.209637788234,-3163.252042814927,-3005.6516673749948
KAZ,g0.1,-46.01697602016049,-84.52356464083235,-54.04571435470415
KHM,g0.1,-7.05716338473479,-11.90803706364829,-5.107159371884981
KOR,g0.1,-1135.5968728901084,-2026.8347656557776,-1804.9449535049362
KS,g0.1,-1851.3114173118604,-3433.515897663585,-2571.550027587477
KY,g0.1,-2469.233258181916,-4602.728916802105,-3823.368147087596
LA,g0.1,-2671.4115942851595,-4935.5473239041285,-3308.9589140989583
LAO,g0.1,-2.1682700696941932,-3.7240082635841403,-1.5739017763023906
LTU,g0.1,-25.963504014213182,-46.08270174223411,-18.801352330842214
LUX,g0.1,-139.34652045906049,-285.6608441767429,-463.9673630629127
LVA,g0.1,-10.07938796589566,-18.132145737318236,-16.51255129241003
MA,g0.1,-6970.604393007656,-13556.87556016972,-8879.65333029682
MAR,g0.1,-29.443038942868135,-53.69786395826959,-51.969147569673055
MD,g0.1,-4474.044523915569,-8553.022318671758,-6790.398064683667
ME,g0.1,-665.0306599997349,-1236.6918723130154,-984.0406754045653
MEX,g0.1,-2082.562767267789,-3632.344746809591,-2793.2369701128628
MI,g0.1,-4670.170834724289,-8719.232486477033,-8242.497141358006
MLT,g0.1,-21.652268544339567,-44.36774942404075,-53.392462157339445
MMR,g0.1,-11.60427081831943,-17.627315709558793,-14.758904971831237
MN,g0.1,-3738.920214537328,-6930.480832627332,-4918.591445174558
MO,g0.1,-3309.0689590961565,-6261.325412372355,-4817.847114556226
MS,g0.1,-1273.999278682596,-2330.253538603066,-1916.1368964395363
MT,g0.1,-539.9596461561584,-987.0481242332503,-686.9418194295725
MYS,g0.1,-306.9354876940019,-549.1332743030018,-498.4677029399907
NC,g0.1,-6424.184669529456,-12051.951117679106,-8683.285504247919
ND,g0.1,-556.5535901298616,-1003.6972524169295,-908.6082742170775
NE,g0.1,-1374.6195558099275,-2550.607107265217,-1784.0423148559287
NGA,g0.1,-148.91623658874897,-275.6371753745089,-109.11667035825057
NH,g0.1,-1141.6316636145305,-2167.325878339701,-1528.1488181305415
NJ,g0.1,-7136.107423565722,-13631.503404221112,-8996.124935127977
NLD,g0.1,-531.0819953607631,-989.2576272370405,-1358.1782501377838
NM,g0.1,-1020.3839398064499,-1900.173928332658,-1487.1221469345055
NOR,g0.1,-235.74133076562845,-406.67132879244537,-245.74311906601037
NV,g0.1,-1932.8512734499293,-3652.75936978173,-3215.632288128641
NY,g0.1,-523377.1472416929,-959301.2751384235,-569467.5031992916
NZL,g0.1,-66.66420786297542,-112.50761702776977,-150.44711687215937
OH,g0.1,-7893.4718670145185,-14902.103025848683,-10015.047191768625
OK,g0.1,-2188.08583969334,-4016.3375566313402,-2745.2713382741467
OR,g0.1,-2053.1863542207975,-3837.0654118466655,-2849.659071364815
PA,g0.1,-9246.052007398603,-17569.37064216967,-11543.739670300152
PAK,g0.1,-46.58965472025325,-82.03950239806773,-59.13117941617564
PER,g0.1,-102.82062652032407,-188.05489484410654,-240.82155514784483
PHL,g0.1,-213.57627529481655,-399.04444621860137,-197.70033254569984
POL,g0.1,-188.51449677853518,-340.5981432588326,-299.6735183743597
PRT,g0.1,-90.60891410741259,-161.54493262282995,-77.4440757661329
RI,g0.1,-770.4696318144629,-1450.8453009250236,-966.206106506173
ROU,g0.1,-60.50970482589545,-110.66949131214056,-169.27704599872158
ROW,g0.1,-1884.5799632343103,-3415.006782039937,-2458.165039925493
RUS,g0.1,-675.6186304420489,-1241.2353035607175,-580.9946184198697
SAU,g0.1,-414.1627156538797,-768.4359558417268,-382.024250574732
SC,g0.1,-2404.3224232592656,-4472.225090238803,-3595.694819836878
SD,g0.1,-703.1339060097159,-1315.4302127639735,-881.7645871940003
SEN,g0.1,-2.4905816454185246,-4.192137571096401,-4.70745477832734
SGP,g0.1,-680.4183533923319,-1291.6810103889993,-1402.444710476782
STP,g0.1,-0.07639077112054245,-0.15892984096700496,-0.09540200660150762
SVK,g0.1,-39.76075842738844,-70.78583546778545,-57.49740377028294
SVN,g0.1,-16.242359037133117,-28.923129332618878,-25.13034439509824
SWE,g0.1,-240.7310041007344,-440.25816314991096,-483.23930533524606
THA,g0.1,-336.64824199863483,-565.0060171693963,-604.1542872337869
TN,g0.1,-3978.1670063424817,-7457.362515600914,-6089.916083177534
TUN,g0.1,-9.810704501369997,-17.853729445535436,-16.00513626743959
TUR,g0.1,-208.54871237712752,-367.1724878147323,-373.6156274037334
TWN,g0.1,-639.3064630950109,-1118.319968351942,-769.5833258091328
TX,g0.1,-12751.75384217295,-23929.85674774757,-21415.652821401643
UKR,g0.1,-35.35730468685276,-66.72425559220738,-88.6568097314785
UT,g0.1,-1974.2621408784266,-3756.0505471572687,-2619.8465650741373
VA,g0.1,-6303.770719507138,-11895.44250945422,-8672.316607152403
VNM,g0.1,-341.6324545086181,-557.2746748331496,-437.07065976050853
VT,g0.1,-360.3014426700966,-669.39447129952,-569.0915927208052
WA,g0.1,-4267.809975848089,-8133.873824731771,-6368.694800437767
WI,g0.1,-3619.0712728091266,-6737.4604367836855,-4811.721496653026
WV,g0.1,-791.9122406920276,-1473.3088005427821,-1151.5367273598072
WY,g0.1,-489.97325108195656,-903.4170464545725,-595.1602287211393
ZAF,g0.1,-135.55988688782358,-253.89937239810288,-199.50310330280746
AGO,g0.25,-110.03458982338095,-204.47265775106632,-44.137394914476104
AK,g0.25,-571.8626562718233,-1050.4518456194858,-785.6790411900494
AL,g0.25,-2237.762759841218,-4165.3410810812275,-3223.967435217436
AR,g0.25,-1246.2005396201237,-2275.04940639326,-1782.9931431852785
ARE,g0.25,-203.7171321145443,-392.6951193278258,-766.0744582360846
ARG,g0.25,-122.42863334749808,-225.4673192206057,-283.0293473183896
AUS,g0.25,-268.4907263001738,-479.94391690987794,-766.8190493765636
AUT,g0.25,-183.64101430394265,-330.1171801718446,-234.50499265941906
AZ,g0.25,-2930.518373540856,-5585.514277784504,-3987.301796921287
BEL,g0.25,-523.5148320158164,-993.0550241466739,-757.7009651237407
BGD,g0.25,-19.871417704421145,-33.92318671686384,-51.23653980574331
BGR,g0.25,-20.914878842674103,-38.31503197732104,-27.924682662458313
BLR,g0.25,-17.363107730642838,-32.25711448848636,-16.874159154435645
BRA,g0.25,-732.2589181178103,-1329.6251259837763,-1280.9485311348567
BRN,g0.25,-3.6740680246772017,-6.690905799500721,-3.430273513170551
CA,g0.25,-21031.640737902424,-41165.75702282234,-26170.527193764807
CAN,g0.25,-4120.434153126543,-7530.963711661587,-4263.227394502748
CHE,g0.25,-826.8200302017519,-1615.1994828512627,-997.8036628407067
CHL,g0.25,-156.18845426439296,-262.41773249459084,-209.84278620031623
CHN,g0.25,-6685.386635836875,-11335.105168168402,-6423.62425757179
CIV,g0.25,-14.00516520170206,-21.31393626241634,-13.075695096610971
CMR,g0.25,-7.668920498372992,-13.885721449102991,-8.070546912907412
CO,g0.25,-3115.962953404101,-5908.007987668483,-4263.1419110322395
COD,g0.25,-7.982374713816553,-14.199926591108994,-40.181834481007336
COL,g0.25,-230.72846638838502,-421.2763652356907,-314.332556731319
CRI,g0.25,-49.22684092589343,-80.84054315261616,-93.87586769420771
CT,g0.25,-5349.227648955738,-10545.309814870996,-6117.691816781003
CYP,g0.25,-11.713332665834287,-24.065598041372702,-32.31365955122557
CZE,g0.25,-99.40380020299106,-178.8650974807444,-164.84272309727456
DC,g0.25,-1848.9029851433131,-3641.4499373426493,-2522.389801601304
DE,g0.25,-1310.1000506038981,-2636.451443157499,-1332.6904780672771
DEU,g0.25,-2106.9941988263613,-3917.207411742015,-2965.5494701515686
DNK,g0.25,-211.20364028127827,-388.35671363467,-206.25471020585408
EGY,g0.25,-32.56812316338599,-61.21540003176149,-85.55641964039026
ESP,g0.25,-466.5324962409576,-844.248213293613,-558.4875591676639
EST,g0.25,-17.515014366825387,-32.69729716538868,-16.638459140466264
FIN,g0.25,-127.50014356187421,-234.6718690152097,-223.85991251816503
FL,g0.25,-8179.19787435591,-15556.086522941037,-13303.115137445082
FRA,g0.25,-934.3219853512046,-1664.5400955771074,-1601.8086746035206
GA,g0.25,-6445.566334904,-12379.327449814802,-8545.401725612192
GBR,g0.25,-2319.3462632603487,-4634.346523380636,-2497.6196833055724
GRC,g0.25,-106.68424656963735,-202.04952655243468,-113.21826024501915
HI,g0.25,-995.5789523563354,-1854.2428231340082,-1673.7521575585272
HKG,g0.25,-237.6254933018959,-483.5938716178571,-330.51906167668557
HRV,g0.25,-10.821316052317288,-19.565959038023003,-23.431115830763172
HUN,g0.25,-75.61278597260117,-137.24915799678715,-137.1806396158908
IA,g0.25,-2076.590184717063,-3888.4582566714525,-2730.08180857632
ID,g0.25,-608.5245184905785,-1101.1064314763107,-965.414080708829
IDN,g0.25,-279.9155569994176,-465.61770851745626,-297.729264638522
IL,g0.25,-8377.864206621578,-16017.414911637848,-10710.399580524245
IN,g0.25,-4358.126166892074,-8077.0438583716705,-6190.340432727851
IND,g0.25,-1723.908154454216,-3195.531416847416,-1096.677873651418
IRL,g0.25,-670.4022518932971,-1257.0337298252896,-2874.0267229129145
ISL,g0.25,-22.13951994404291,-37.20464741725413,-25.00983581604009
ISR,g0.25,-339.7616199186994,-618.0641106331548,-389.09400289927214
ITA,g0.25,-692.124042613341,-1193.8774143408855,-872.7304325405687
JOR,g0.25,-9.96053289877154,-18.502772365712318,-24.508794916947128
JPN,g0.25,-1751.01078201901,-3163.7061885301378,-3006.0242040579224
KAZ,g0.25,-46.03112199643324,-84.52783721680527,-54.12905563790679
KHM,g0.25,-7.059935178268057,-11.909332991701024,-5.1056390518223305
KOR,g0.25,-1136.086610589028,-2027.1254139030286,-1804.2438051898996
KS,g0.25,-1751.133180605266,-3244.0358900979213,-2452.2739681031508
KY,g0.25,-2410.8084388373622,-4490.728882012437,-3751.0603031072374
LA,g0.25,-2557.7980129660245,-4721.651858001294,-3175.1562421902736
LAO,g0.25,-2.1690124873918384,-3.7244196951897126,-1.5741034502071263
LTU,g0.25,-25.97303874791566,-46.088500368599156,-18.807095952835123
LUX,g0.25,-139.39293336782998,-285.683846576186,-464.80674278406235
LVA,g0.25,-10.082978235164902,-18.13450541282647,-16.535985109483082
MA,g0.25,-8242.169308952307,-16015.53670364252,-10294.420758796225
MAR,g0.25,-29.457303771076187,-53.708222808950666,-51.859204993485555
MD,g0.25,-4733.841387908994,-9044.53986822713,-7124.785146771431
ME,g0.25,-761.9506997950473,-1414.927299343114,-1104.3871412976885
MEX,g0.25,-2083.255730241805,-3632.4480462372107,-2788.7087932345275
MI,g0.25,-4720.335246511446,-8807.421877396448,-8322.015394988344
MLT,g0.25,-21.66023841128044,-44.37234787627086,-53.49545515832159
MMR,g0.25,-11.60829164067791,-17.628933887063372,-14.75266683890043
MN,g0.25,-3629.9572375604444,-6722.896742356822,-4812.971793762327
MO,g0.25,-3127.1722249027475,-5911.076262638627,-4615.207860066579
MS,g0.25,-1207.955331307903,-2208.2365056500353,-1833.6573829562203
MT,g0.25,-516.4674769250817,-943.0027348736488,-651.9848971065329
MYS,g0.25,-307.0536097593407,-549.2106900642463,-498.8314391585839
NC,g0.25,-6500.437870780628,-12186.43704919922,-8788.592182456938
ND,g0.25,-540.0978997585861,-972.5507166868472,-878.8310254206768
NE,g0.25,-1300.7035828295955,-2408.978632901857,-1704.1713231974459
NGA,g0.25,-148.87695448491044,-275.49630528504395,-109.21639000256918
NH,g0.25,-1368.329859858161,-2593.8975552319143,-1787.217928515803
NJ,g0.25,-8060.975162555041,-15387.185811558033,-9992.41541670579
NLD,g0.25,-531.3249131926567,-989.4364071024737,-1359.6852751153613
NM,g0.25,-956.8063540679847,-1780.477342772019,-1399.693812902111
NOR,g0.25,-235.81688346399167,-406.69379777952196,-245.7893264857437
NV,g0.25,-1726.8744774951178,-3262.5014444718418,-2903.453118454292
NY,g0.25,-523565.9525149442,-959334.7127486364,-569710.2773489511
NZL,g0.25,-66.69103716820348,-112.52227798356736,-150.64697195261726
OH,g0.25,-7934.753439555942,-14970.88616970814,-10095.03696183804
OK,g0.25,-2081.0533799556633,-3816.3676371552206,-2610.3985600128453
OR,g0.25,-1888.7657369507886,-3526.5125946351163,-2661.147104937555
PA,g0.25,-10110.677887095751,-19200.35112629373,-12485.461087710095
PAK,g0.25,-46.608157947179755,-82.05188449601626,-59.092377526027434
PER,g0.25,-102.85027170841751,-188.05615143292272,-240.54968003011913
PHL,g0.25,-213.6775571093183,-399.11969224590166,-197.66605887960955
POL,g0.25,-188.59033428335601,-340.64779516636736,-299.8372488660517
PRT,g0.25,-90.64170404155674,-161.56532367536573,-77.45048242232151
RI,g0.25,-903.0841387584521,-1698.3521992835804,-1108.6544774872245
ROU,g0.25,-60.53515293737055,-110.68600162694148,-169.55500872627212
ROW,g0.25,-1884.7121247832342,-3414.3179419564,-2457.990568872252
RUS,g0.25,-675.8230581222425,-1241.2937028144593,-581.1435486684674
SAU,g0.25,-414.0333657408133,-768.0102720137697,-382.19411532800785
SC,g0.25,-2366.0918038671743,-4398.966284307983,-3551.533656992135
SD,g0.25,-669.5877213807961,-1250.2900154699971,-847.1792773784274
SEN,g0.25,-2.4914615006801073,-4.192599830342526,-4.708843832560714
SGP,g0.25,-680.71009262203,-1291.8958979187066,-1403.7691386834722
STP,g0.25,-0.07641878140229548,-0.15894567898653653,-0.09533120556789229
SVK,g0.25,-39.77977249563496,-70.7964272111938,-57.50580066803619
SVN,g0.25,-16.247830862777803,-28.92608203839125,-25.13652124935059
SWE,g0.25,-240.83213854265847,-440.32259941487763,-484.14625661205946
THA,g0.25,-336.76742052224415,-565.0732865325112,-604.6392901710237
TN,g0.25,-3822.247417648486,-7161.653954209603,-5905.23412869059
TUN,g0.25,-9.812715437112752,-17.85258853561431,-16.003032141359213
TUR,g0.25,-208.60881446372952,-367.18385146275045,-373.47320474989374
TWN,g0.25,-639.5437648390798,-1118.4561460696752,-769.4971593020966
TX,g0.25,-12208.838315161624,-22883.438962088672,-20654.564200514866
UKR,g0.25,-35.36872010966025,-66.72677682019382,-88.31788268174658
UT,g0.25,-1830.4129702804864,-3479.382697662534,-2466.373770415045
VA,g0.25,-6518.545284121851,-12293.821013142426,-8931.315809257443
VNM,g0.25,-341.7388711584139,-557.3146589923423,-436.76119870119174
VT,g0.25,-434.75829733959114,-806.0824214069248,-666.9691973657607
WA,g0.25,-4005.105232143739,-7626.136992873169,-6014.114820296052
WI,g0.25,-3524.775359854413,-6555.0966801731665,-4720.263321416718
WV,g0.25,-798.2459103382665,-1484.3811872572512,-1154.6583035532071
WY,g0.25,-470.8998512663954,-867.6324798875354,-564.0316451317619
ZAF,g0.25,-135.60023892296107,-253.90709976611873,-199.55229565384056
AGO,g0.5,-110.01102092174385,-204.32122934770283,-44.32352437981229
AK,g0.5,-538.4376019797703,-988.4528621053773,-735.4986766926517
AL,g0.5,-2035.2359371359519,-3783.3556829239465,-2987.6766042449576
AR,g0.5,-1115.171351679055,-2033.144805956678,-1636.6700910133309
ARE,g0.5,-203.84182397275208,-392.7311862074176,-767.5047068657425
ARG,g0.5,-122.54099051245923,-225.5254345540888,-283.28486992605417
AUS,g0.5,-268.69077120374413,-480.03820917115326,-767.9386192597904
AUT,g0.5,-183.78896546431852,-330.20617980654373,-234.91542175374147
AZ,g0.5,-2525.3137318640065,-4803.337514246571,-3536.992799361673
BEL,g0.5,-524.0199261273692,-993.4545708867005,-760.0776149936928
BGD,g0.5,-19.889311761535666,-33.93461802164099,-51.1190325552452
BGR,g0.5,-20.932181008125188,-38.32444705635333,-27.93087080285812
BLR,g0.5,-17.378930383309697,-32.267810072832326,-16.85677837213546
BRA,g0.5,-732.7508450596997,-1329.7562774831604,-1281.1550811878087
BRN,g0.5,-3.676800318824846,-6.69223795763733,-3.429248753801675
CA,g0.5,-18814.07105826095,-36793.4866540189,-23889.83107032518
CAN,g0.5,-4122.4308080609635,-7530.26785712541,-4257.624524815581
CHE,g0.5,-827.387513747226,-1615.5277548882252,-1000.3667545433838
CHL,g0.5,-156.32506279839689,-262.4687662110442,-209.38909480123334
CHN,g0.5,-6690.274304099753,-11338.242753307677,-6407.528968624747
CIV,g0.5,-14.026677151493912,-21.320960527304884,-13.06254011039507
CMR,g0.5,-7.67492109260913,-13.889195025665932,-8.078954986243314
CO,g0.5,-2755.1379924290914,-5212.159779364504,-3858.1661888594363
COD,g0.5,-7.98758783627134,-14.201128072272766,-40.20739588982299
COL,g0.5,-230.7955982809059,-421.142381526107,-313.8186483123634
CRI,g0.5,-49.27363324302866,-80.86565613932638,-93.7420194530727
CT,g0.5,-7344.408094795142,-14437.780977562086,-8098.318548638864
CYP,g0.5,-11.721707760666993,-24.069678126447045,-32.42292855059207
CZE,g0.5,-99.48877502276983,-178.91682110633542,-164.9989874091126
DC,g0.5,-1938.3931250577225,-3815.427122157546,-2649.348060556964
DE,g0.5,-1452.9030491333156,-2921.871817316637,-1456.438088747866
DEU,g0.5,-2108.9425730434978,-3918.483228711416,-2970.422016373421
DNK,g0.5,-211.42204188231082,-388.5395124427216,-206.48887057369558
EGY,g0.5,-32.597908929555025,-61.233522997898504,-85.78421418553286
ESP,g0.5,-466.94462108268533,-844.5227634297323,-558.5443437801945
EST,g0.5,-17.530579721006436,-32.70839832087512,-16.665982619729853
FIN,g0.5,-127.62350463749337,-234.75976367529938,-224.48087332702914
FL,g0.5,-7682.362880356076,-14590.81718420447,-12754.93156001984
FRA,g0.5,-935.1271355265989,-1665.0784512539992,-1603.6188436239604
GA,g0.5,-5991.958243422949,-11491.220751562098,-8145.812095903157
GBR,g0.5,-2321.122507460113,-4635.394500495945,-2503.5931540251363
GRC,g0.5,-106.80405267254231,-202.1473154520374,-113.53890056423323
HI,g0.5,-917.1988985990546,-1708.4072831371777,-1560.4850842429228
HKG,g0.5,-237.80001378372353,-483.6948829712818,-331.1895549700631
HRV,g0.5,-10.830997768562533,-19.57341469336171,-23.494782097393507
HUN,g0.5,-75.689714758059,-137.3048215749473,-137.3612539058806
IA,g0.5,-1890.5421284161553,-3524.56332068177,-2531.4192230672525
ID,g0.5,-518.9937322979265,-935.7466489541894,-840.3895806226066
IDN,g0.5,-280.09880541130104,-465.67083332199167,-297.59912423380615
IL,g0.5,-7707.315525265017,-14698.708355478517,-10129.096996611031
IN,g0.5,-4149.5506871259795,-7677.181955445612,-5948.104999360325
IND,g0.5,-1725.3532169058067,-3196.5601436433244,-1094.1398996050755
IRL,g0.5,-670.903078179808,-1257.4168645394373,-2881.081294928853
ISL,g0.5,-22.15959723385707,-37.216788766217036,-24.994503237254808
ISR,g0.5,-340.07000813428294,-618.3111444729224,-389.7712852866999
ITA,g0.5,-692.6464861745533,-1194.1816704270936,-873.521519573218
JOR,g0.5,-9.968977823658573,-18.508553637831,-24.381169052392035
JPN,g0.5,-1752.7537851212298,-3164.744524695938,-3007.065271270715
KAZ,g0.5,-46.06591548794873,-84.54363644231697,-54.28867176361225
KHM,g0.5,-7.066107835518852,-11.912580337245238,-5.1033106732493625
KOR,g0.5,-1137.1885418400468,-2027.8219539148336,-1803.1748713324434
KS,g0.5,-1574.6643454609916,-2909.829776611578,-2243.145086428029
KY,g0.5,-2293.113946769433,-4265.339588382619,-3608.707953836146
LA,g0.5,-2359.27978671762,-4347.251189354837,-2940.9930878084874
LAO,g0.5,-2.1707286798630028,-3.7254625302310034,-1.5746702636044148
LTU,g0.5,-25.994654788915792,-46.10279203738227,-18.821632111427895
LUX,g0.5,-139.48264508496172,-285.72312172270557,-466.4795375152071
LVA,g0.5,-10.09078046556634,-18.139775618862387,-16.582812236975073
MA,g0.5,-10791.975396151673,-20931.27024893178,-13055.964544166221
MAR,g0.5,-29.48854480548745,-53.73184208681314,-51.660926489507744
MD,g0.5,-5117.073066974584,-9766.711894118698,-7619.774390775141
ME,g0.5,-952.4512401771836,-1764.763230468912,-1335.7351550906153
MEX,g0.5,-2084.977417556587,-3633.0212014249164,-2780.9513317899573
MI,g0.5,-4774.899287786103,-8898.200583054037,-8433.051468857278
MLT,g0.5,-21.67542745639207,-44.380089063922554,-53.697934694724566
MMR,g0.5,-11.617667282692342,-17.633001687500453,-14.74291312330107
MN,g0.5,-3419.848257273265,-6321.585586856178,-4616.631583329019
MO,g0.5,-2803.6817312479434,-5287.800713382979,-4255.545567994619
MS,g0.5,-1091.1297308038336,-1992.0419828493866,-1688.614848472823
MT,g0.5,-472.0605029033149,-859.7014472059658,-587.5816084846638
MYS,g0.5,-307.31463040982976,-549.3837393463748,-499.5737990137588
NC,g0.5,-6582.645564319712,-12325.089597186452,-8936.916455057726
ND,g0.5,-509.67782978586706,-914.7477928802656,-824.5338507265446
NE,g0.5,-1169.1133436044404,-2155.98491020234,-1562.1601543668576
NGA,g0.5,-148.86789028688432,-275.3282172120432,-109.4134236468027
NH,g0.5,-1822.7908420434514,-3446.9010112539045,-2289.939053561386
NJ,g0.5,-9774.65031370898,-18632.952633874935,-11805.99109119393
NLD,g0.5,-531.8449348705407,-989.8295943984953,-1362.709272639911
NM,g0.5,-845.4128484428643,-1570.4542580785392,-1246.6130398751343
NOR,g0.5,-236.00390621495043,-406.779947675444,-245.92962305301856
NV,g0.5,-1323.436301321424,-2498.9379361971573,-2290.694580937346
NY,g0.5,-524160.9176881314,-959853.7156649899,-570436.9379968899
NZL,g0.5,-66.75009087876637,-112.55563377062788,-151.03399902232772
OH,g0.5,-7941.493000979946,-14966.53204696732,-10199.83597091062
OK,g0.5,-1895.6401817697513,-3469.365266604579,-2378.2692399904067
OR,g0.5,-1563.972339650783,-2913.5246993392143,-2293.2360652805573
PA,g0.5,-11626.912019723422,-22055.988922176442,-14130.073401322077
PAK,g0.5,-46.647590535128096,-82.07930030883725,-59.02690880164886
PER,g0.5,-102.92751976487347,-188.07579085259925,-240.1037394273511
PHL,g0.5,-213.8874593257161,-399.274765012774,-197.62882873741802
POL,g0.5,-188.7540703300351,-340.7580261822,-300.17548593565385
PRT,g0.5,-90.71434012828439,-161.61338971552263,-77.47073820289998
RI,g0.5,-1153.3821346361194,-2165.5580713186396,-1369.9649977433746
ROU,g0.5,-60.58968584842108,-110.72277978411807,-170.12068608846056
ROW,g0.5,-1885.5175966168968,-3413.7494306042513,-2458.1988405347283
RUS,g0.5,-676.3276254059826,-1241.518787310034,-581.5265119300659
SAU,g0.5,-413.98003216827976,-767.4954771599104,-382.6190870331316
SC,g0.5,-2280.3045009539333,-4235.237646979419,-3456.5754948428325
SD,g0.5,-608.2756625366214,-1130.7738701406852,-785.6146381364971
SEN,g0.5,-2.4934395746267133,-4.19366628041835,-4.712691230225844
SGP,g0.5,-681.327219465775,-1292.3559994228488,-1406.3420220407381
STP,g0.5,-0.0764711342346916,-0.15897158273430886,-0.0952228894488881
SVK,g0.5,-39.82096382132053,-70.82038127977597,-57.52631811420263
SVN,g0.5,-16.26036606746898,-28.933603194435246,-25.151821128393387
SWE,g0.5,-241.0560360872112,-440.4748505553316,-485.8699192449519
THA,g0.5,-337.0411844758685,-565.2358862490909,-605.6776816810278
TN,g0.5,-3538.843192779331,-6623.13200853493,-5573.535894784793
TUN,g0.5,-9.818564311906187,-17.852914914639612,-16.001861165995553
TUR,g0.5,-208.75801366375583,-367.23739409616275,-373.2525536903812
TWN,g0.5,-640.088753738495,-1118.7924923022022,-769.4586342720053
TX,g0.5,-11265.263231087441,-21062.676855102614,-19381.858596229802
UKR,g0.5,-35.396533437675544,-66.73762021454037,-87.70399933689163
UT,g0.5,-1566.7241609235218,-2972.036589607987,-2187.6097786312316
VA,g0.5,-6835.494088862592,-12878.652385854397,-9325.612770585312
VNM,g0.5,-341.9933128123992,-557.430313975502,-436.25755305237135
